CustomerID,Recency,Frequency,Monetary,AvgOrderValue,TenureDays,SnapshotDate,Cluster,DistanceToCentroid,Segment
12375,195,4,20.32,5.08,233,2011-12-10 18:30:00,1,0.6731965935336007,Hibernating / Lost
12376,145,5,61.64,12.328,209,2011-12-10 18:30:00,3,0.6165358335187725,At Risk - High Value
12377,2,3,8.780000000000001,2.926666666666667,18,2011-12-10 18:30:00,2,1.5145575828775397,New / Promising
12378,57,4,194.52,48.63,95,2011-12-10 18:30:00,3,0.5848723343484623,At Risk - High Value
12379,109,9,517.22,57.46888888888889,382,2011-12-10 18:30:00,3,0.8045193691260203,At Risk - High Value
12380,2,5,66.19,13.238,109,2011-12-10 18:30:00,5,1.2023458000767557,Loyal Customers (less frequent)
12381,43,12,922.38,76.865,339,2011-12-10 18:30:00,0,0.1805777141563968,Loyal Customers
12382,27,11,1578.6000000000001,143.50909090909093,412,2011-12-10 18:30:00,0,0.29858888842466463,Loyal Customers
12383,74,4,186.82,46.705,122,2011-12-10 18:30:00,3,0.43343379892049544,At Risk - High Value
12384,76,6,296.06,49.343333333333334,163,2011-12-10 18:30:00,3,0.3751852000940716,At Risk - High Value
12385,179,1,28.340000000000003,28.340000000000003,179,2011-12-10 18:30:00,1,0.6485361844348005,Hibernating / Lost
12386,241,7,274.07,39.152857142857144,436,2011-12-10 18:30:00,3,0.711975359540862,At Risk - High Value
12387,26,1,1.49,1.49,26,2011-12-10 18:30:00,2,0.978111580151799,New / Promising
12388,233,1,6.5,6.5,233,2011-12-10 18:30:00,1,0.9244646609266243,Hibernating / Lost
12389,114,8,687.49,85.93625,338,2011-12-10 18:30:00,3,0.8060272914390545,At Risk - High Value
12390,22,1,40.94,40.94,22,2011-12-10 18:30:00,2,0.7077574557377955,New / Promising
12391,17,3,57.55,19.183333333333334,57,2011-12-10 18:30:00,2,0.9423642553712311,New / Promising
12392,88,4,127.88,31.97,130,2011-12-10 18:30:00,3,0.4133766670659948,At Risk - High Value
12393,18,6,417.51,69.585,219,2011-12-10 18:30:00,5,0.5390280355316877,Loyal Customers (less frequent)
12394,259,1,1.62,1.62,259,2011-12-10 18:30:00,1,1.3698053535037655,Hibernating / Lost
12395,16,15,1408.29,93.886,396,2011-12-10 18:30:00,0,0.7160404867969832,Loyal Customers
12396,9,13,1430.71,110.05461538461539,450,2011-12-10 18:30:00,4,0.857593110174754,Champions
12397,17,16,3049.25,190.578125,468,2011-12-10 18:30:00,4,0.6251070782691253,Champions
12398,235,1,11.72,11.72,235,2011-12-10 18:30:00,1,0.7475254727967596,Hibernating / Lost
12399,407,4,25.95,6.4875,452,2011-12-10 18:30:00,1,0.7742540596277679,Hibernating / Lost
12400,271,3,14.68,4.8933333333333335,335,2011-12-10 18:30:00,1,0.4745970366597215,Hibernating / Lost
12401,388,3,36.82,12.273333333333333,452,2011-12-10 18:30:00,1,0.5344105955148223,Hibernating / Lost
12402,258,8,189.22,23.6525,492,2011-12-10 18:30:00,3,0.8208619132865298,At Risk - High Value
12403,227,7,140.86,20.122857142857146,350,2011-12-10 18:30:00,3,0.6688579461336379,At Risk - High Value
12404,54,18,1459.5,81.08333333333333,614,2011-12-10 18:30:00,0,0.7148406372855036,Loyal Customers
12405,2,9,1255.3700000000001,139.48555555555558,260,2011-12-10 18:30:00,5,1.272040629389835,Loyal Customers (less frequent)
12406,383,2,46.36,23.18,411,2011-12-10 18:30:00,1,0.46098736854746286,Hibernating / Lost
12407,168,4,216.61,54.1525,228,2011-12-10 18:30:00,3,0.46437089166413376,At Risk - High Value
12408,183,3,107.17,35.723333333333336,233,2011-12-10 18:30:00,1,0.7633959803632215,Hibernating / Lost
12409,238,3,51.39,17.13,264,2011-12-10 18:30:00,1,0.4468786699344347,Hibernating / Lost
12410,230,1,8.5,8.5,230,2011-12-10 18:30:00,1,0.8393717495758328,Hibernating / Lost
12411,228,4,230.14000000000001,57.535000000000004,296,2011-12-10 18:30:00,3,0.655402079194043,At Risk - High Value
12412,90,4,52.16,13.04,124,2011-12-10 18:30:00,3,0.7428386218571102,At Risk - High Value
12413,57,6,263.34,43.88999999999999,177,2011-12-10 18:30:00,3,0.5335899666984936,At Risk - High Value
12414,7,32,12502.34,390.698125,711,2011-12-10 18:30:00,4,0.7672167050845669,Champions
12415,215,4,130.3,32.575,284,2011-12-10 18:30:00,3,0.6419153430154885,At Risk - High Value
12416,31,9,315.78000000000003,35.08666666666667,206,2011-12-10 18:30:00,0,0.658261334701914,Loyal Customers
12417,2,7,123.19,17.59857142857143,136,2011-12-10 18:30:00,5,1.0175359082371602,Loyal Customers (less frequent)
12418,8,2,9.46,4.73,28,2011-12-10 18:30:00,2,0.5900866041432431,New / Promising
12419,34,8,539.9,67.4875,166,2011-12-10 18:30:00,0,0.5239338806572619,Loyal Customers
12420,16,30,7896.54,263.218,591,2011-12-10 18:30:00,4,0.6917442408559622,Champions
12421,14,9,468.44,52.04888888888889,178,2011-12-10 18:30:00,5,0.5925200504919877,Loyal Customers (less frequent)
12422,48,8,510.95000000000005,63.868750000000006,258,2011-12-10 18:30:00,0,0.586684008699724,Loyal Customers
12423,161,2,74.5,37.25,170,2011-12-10 18:30:00,1,0.558140655227701,Hibernating / Lost
12424,97,7,199.32999999999998,28.475714285714282,301,2011-12-10 18:30:00,3,0.3379602524502103,At Risk - High Value
12425,255,2,29.31,14.655,282,2011-12-10 18:30:00,1,0.09801570614070489,Hibernating / Lost
12426,437,2,35.349999999999994,17.674999999999997,480,2011-12-10 18:30:00,1,0.5031615069568312,Hibernating / Lost
12427,243,8,60.72,7.59,313,2011-12-10 18:30:00,3,0.9752430514106282,At Risk - High Value
12428,404,3,24.439999999999998,8.146666666666667,478,2011-12-10 18:30:00,1,0.5466074047007743,Hibernating / Lost
12429,52,13,925.01,71.15461538461538,380,2011-12-10 18:30:00,0,0.35197038150505583,Loyal Customers
12430,24,33,8862.57,268.5627272727273,654,2011-12-10 18:30:00,4,0.9951083043139877,Champions
12431,55,11,1543.76,140.34181818181818,352,2011-12-10 18:30:00,0,0.3906731559886033,Loyal Customers
12432,193,2,56.75,28.375,214,2011-12-10 18:30:00,1,0.3768259163941307,Hibernating / Lost
12433,260,5,99.45,19.89,296,2011-12-10 18:30:00,3,0.7477134412530297,At Risk - High Value
12434,5,10,1409.5,140.95,306,2011-12-10 18:30:00,5,1.067495317341442,Loyal Customers (less frequent)
12436,39,8,643.28,80.41,126,2011-12-10 18:30:00,0,0.47897934509414314,Loyal Customers
12437,189,4,58.019999999999996,14.504999999999999,259,2011-12-10 18:30:00,1,0.7493238894001698,Hibernating / Lost
12438,202,7,124.47,17.78142857142857,313,2011-12-10 18:30:00,3,0.615292011126813,At Risk - High Value
12439,12,6,263.15,43.85833333333333,180,2011-12-10 18:30:00,5,0.21351201857551433,Loyal Customers (less frequent)
12440,42,4,199.53,49.8825,138,2011-12-10 18:30:00,3,0.7876798326308047,At Risk - High Value
12441,375,2,25.02,12.51,387,2011-12-10 18:30:00,1,0.37921115123210813,Hibernating / Lost
12442,40,7,461.01,65.85857142857142,216,2011-12-10 18:30:00,0,0.7064286988468016,Loyal Customers
12443,20,16,1677.48,104.8425,553,2011-12-10 18:30:00,0,0.6748315317519057,Loyal Customers
12444,27,10,1641.49,164.149,279,2011-12-10 18:30:00,0,0.3411085827166643,Loyal Customers
12445,7,1,11.61,11.61,7,2011-12-10 18:30:00,2,0.7391444730089869,New / Promising
12446,17,1,9.719999999999999,9.719999999999999,17,2011-12-10 18:30:00,2,0.39141373133574436,New / Promising
12447,7,1,2.68,2.68,7,2011-12-10 18:30:00,2,0.9875614290794851,New / Promising
12448,83,7,285.2,40.74285714285714,149,2011-12-10 18:30:00,3,0.43260144696733455,At Risk - High Value
12449,34,3,25.669999999999998,8.556666666666667,68,2011-12-10 18:30:00,2,0.8376736741280142,New / Promising
12450,120,3,50.08,16.69333333333333,150,2011-12-10 18:30:00,1,0.665774864262421,Hibernating / Lost
12451,373,3,47.41,15.803333333333333,379,2011-12-10 18:30:00,1,0.5575606509295028,Hibernating / Lost
12452,188,2,14.360000000000001,7.180000000000001,196,2011-12-10 18:30:00,1,0.3666666373917127,Hibernating / Lost
12453,18,7,158.83999999999997,22.691428571428567,174,2011-12-10 18:30:00,5,0.5813329770576459,Loyal Customers (less frequent)
12454,57,12,1226.28,102.19,273,2011-12-10 18:30:00,0,0.3806331826861368,Loyal Customers
12455,36,1,9.62,9.62,36,2011-12-10 18:30:00,2,0.6675884195494844,New / Promising
12456,218,3,50.62,16.87333333333333,276,2011-12-10 18:30:00,1,0.4437792447232929,Hibernating / Lost
12457,15,9,422.0,46.888888888888886,253,2011-12-10 18:30:00,5,0.5995690185693215,Loyal Customers (less frequent)
12458,20,5,300.67,60.134,77,2011-12-10 18:30:00,5,0.6345340630051824,Loyal Customers (less frequent)
12459,98,4,137.53,34.3825,132,2011-12-10 18:30:00,3,0.3707666854483448,At Risk - High Value
12460,60,9,821.3,91.25555555555555,356,2011-12-10 18:30:00,0,0.49025400443398554,Loyal Customers
12461,7,1,9.28,9.28,7,2011-12-10 18:30:00,2,0.750864797496131,New / Promising
12462,423,3,38.38,12.793333333333335,432,2011-12-10 18:30:00,1,0.5900451423456438,Hibernating / Lost
12463,303,1,4.8,4.8,303,2011-12-10 18:30:00,1,1.0453954600431385,Hibernating / Lost
12464,145,3,72.71000000000001,24.236666666666668,229,2011-12-10 18:30:00,1,0.6773019754062519,Hibernating / Lost
12465,444,3,39.68,13.226666666666667,511,2011-12-10 18:30:00,1,0.6237770018886569,Hibernating / Lost
12466,79,3,78.49,26.16333333333333,121,2011-12-10 18:30:00,3,0.8092606960938554,At Risk - High Value
12467,15,1,18.93,18.93,15,2011-12-10 18:30:00,2,0.4360333171892721,New / Promising
12468,8,13,913.15,70.24230769230769,377,2011-12-10 18:30:00,4,1.0288262566142166,Champions
12469,241,5,50.48,10.096,331,2011-12-10 18:30:00,3,0.9081242437199268,At Risk - High Value
12470,16,28,5278.48,188.51714285714283,712,2011-12-10 18:30:00,4,0.5752174819188414,Champions
12471,126,7,135.83,19.404285714285717,274,2011-12-10 18:30:00,3,0.3876970465487569,At Risk - High Value
12472,87,4,137.91,34.4775,161,2011-12-10 18:30:00,3,0.3993574199825673,At Risk - High Value
12473,27,10,517.11,51.711,355,2011-12-10 18:30:00,0,0.4220251596279055,Loyal Customers
12474,3,15,2045.56,136.37066666666666,354,2011-12-10 18:30:00,4,0.9104291139154892,Champions
12475,151,7,231.57,33.08142857142857,318,2011-12-10 18:30:00,3,0.42132515275959576,At Risk - High Value
12476,21,12,944.94,78.745,390,2011-12-10 18:30:00,0,0.4006981261541385,Loyal Customers
12477,40,2,29.25,14.625,81,2011-12-10 18:30:00,2,0.7644579441538191,New / Promising
12478,225,2,51.01,25.505,265,2011-12-10 18:30:00,1,0.29913167080799835,Hibernating / Lost
12479,84,8,504.87,63.10875,365,2011-12-10 18:30:00,3,0.7151730622424065,At Risk - High Value
12480,192,6,164.59,27.43166666666667,337,2011-12-10 18:30:00,3,0.46380364045861067,At Risk - High Value
12481,19,28,7922.92,282.9614285714286,718,2011-12-10 18:30:00,4,0.7236961865887992,Champions
12482,2,1,6.66,6.66,2,2011-12-10 18:30:00,2,1.4676974335577357,New / Promising
12483,151,7,179.95,25.707142857142856,323,2011-12-10 18:30:00,3,0.41279341813454373,At Risk - High Value
12484,119,3,40.379999999999995,13.459999999999999,197,2011-12-10 18:30:00,1,0.6330571248100496,Hibernating / Lost
12485,51,13,1634.76,125.75076923076924,400,2011-12-10 18:30:00,0,0.411266730191868,Loyal Customers
12486,141,8,95.66999999999999,11.958749999999998,229,2011-12-10 18:30:00,3,0.633838149439297,At Risk - High Value
12487,5,5,214.46,42.892,57,2011-12-10 18:30:00,5,0.4947866181538842,Loyal Customers (less frequent)
12488,9,3,32.230000000000004,10.743333333333334,40,2011-12-10 18:30:00,2,0.8719480115348129,New / Promising
12489,129,4,78.06,19.515,237,2011-12-10 18:30:00,3,0.5704832922900135,At Risk - High Value
12490,124,4,151.49,37.8725,199,2011-12-10 18:30:00,3,0.3564467868743619,At Risk - High Value
12491,43,7,343.99,49.14142857142857,223,2011-12-10 18:30:00,0,0.8078570086530437,Loyal Customers
12492,101,8,382.40999999999997,47.801249999999996,354,2011-12-10 18:30:00,3,0.5999465028097896,At Risk - High Value
12493,198,3,99.30000000000001,33.1,278,2011-12-10 18:30:00,1,0.7180787254384807,Hibernating / Lost
12494,163,6,243.3,40.550000000000004,268,2011-12-10 18:30:00,3,0.35957043277165107,At Risk - High Value
12495,7,27,5751.35,213.01296296296297,720,2011-12-10 18:30:00,4,0.3813965902276066,Champions
12496,15,2,22.05,11.025,34,2011-12-10 18:30:00,2,0.3443036661639651,New / Promising
12497,1,2,8.05,4.025,25,2011-12-10 18:30:00,2,1.7234613344421512,New / Promising
12498,48,12,1061.83,88.48583333333333,373,2011-12-10 18:30:00,0,0.24708081902252516,Loyal Customers
12499,25,7,352.56,50.36571428571428,209,2011-12-10 18:30:00,5,0.7549942158578369,Loyal Customers (less frequent)
12500,16,11,1693.46,153.9509090909091,268,2011-12-10 18:30:00,0,0.6387476199327499,Loyal Customers
12501,413,1,37.89,37.89,413,2011-12-10 18:30:00,1,0.7745769168581392,Hibernating / Lost
12502,111,9,341.97,37.99666666666667,311,2011-12-10 18:30:00,3,0.6954658284152491,At Risk - High Value
12503,2,3,85.36,28.453333333333333,41,2011-12-10 18:30:00,5,1.3763330408306613,Loyal Customers (less frequent)
12504,318,1,30.540000000000003,30.540000000000003,318,2011-12-10 18:30:00,1,0.665465437745295,Hibernating / Lost
12505,308,3,39.41,13.136666666666665,388,2011-12-10 18:30:00,1,0.4321294753715249,Hibernating / Lost
12506,33,9,743.6,82.62222222222222,248,2011-12-10 18:30:00,0,0.3161129227443997,Loyal Customers
12508,82,5,174.07999999999998,34.815999999999995,202,2011-12-10 18:30:00,3,0.23124395264995035,At Risk - High Value
12509,16,19,4387.86,230.93999999999997,498,2011-12-10 18:30:00,4,0.44729023392162565,Champions
12510,144,7,232.02,33.145714285714284,288,2011-12-10 18:30:00,3,0.401077406806616,At Risk - High Value
12511,25,8,431.28,53.91,215,2011-12-10 18:30:00,0,0.6532871178467278,Loyal Customers
12512,36,1,7.91,7.91,36,2011-12-10 18:30:00,2,0.6890717919623374,New / Promising
12513,481,2,11.08,5.54,523,2011-12-10 18:30:00,1,0.7191203294023839,Hibernating / Lost
12514,34,7,375.99,53.712857142857146,179,2011-12-10 18:30:00,0,0.7649504533983702,Loyal Customers
12515,35,2,43.07,21.535,72,2011-12-10 18:30:00,2,0.814180175722544,New / Promising
12516,45,5,397.13,79.426,113,2011-12-10 18:30:00,3,0.7635155906256368,At Risk - High Value
12517,229,5,92.13,18.426,361,2011-12-10 18:30:00,3,0.682717980758578,At Risk - High Value
12518,57,3,241.54999999999998,80.51666666666667,133,2011-12-10 18:30:00,3,0.8029770021105666,At Risk - High Value
12519,26,2,21.03,10.515,47,2011-12-10 18:30:00,2,0.42950031879035716,New / Promising
12520,19,16,1892.07,118.254375,512,2011-12-10 18:30:00,0,0.722940953220984,Loyal Customers
12521,22,21,7563.68,360.1752380952381,577,2011-12-10 18:30:00,4,0.7054102904015802,Champions
12522,2,3,134.85,44.949999999999996,65,2011-12-10 18:30:00,5,1.2943847973407534,Loyal Customers (less frequent)
12523,35,1,1.62,1.62,35,2011-12-10 18:30:00,2,1.0459296912371872,New / Promising
12525,349,2,28.42,14.21,388,2011-12-10 18:30:00,1,0.32054010580582976,Hibernating / Lost
12526,34,3,17.59,5.863333333333333,42,2011-12-10 18:30:00,2,0.780186171346527,New / Promising
12527,7,2,43.08,21.54,17,2011-12-10 18:30:00,2,0.8939967596800599,New / Promising
12528,33,3,155.09,51.696666666666665,72,2011-12-10 18:30:00,3,1.1020890086252442,At Risk - High Value
12529,41,10,507.81,50.781,349,2011-12-10 18:30:00,0,0.3944465674990147,Loyal Customers
12530,500,3,26.1,8.700000000000001,572,2011-12-10 18:30:00,1,0.6793955353224193,Hibernating / Lost
12531,130,3,78.56,26.186666666666667,164,2011-12-10 18:30:00,1,0.7502347342947109,Hibernating / Lost
12532,79,7,316.98,45.28285714285715,274,2011-12-10 18:30:00,3,0.4771786911133882,At Risk - High Value
12533,6,15,1447.93,96.52866666666667,318,2011-12-10 18:30:00,4,0.7736740313457205,Champions
12534,291,1,6.2700000000000005,6.2700000000000005,291,2011-12-10 18:30:00,1,0.952521641264331,Hibernating / Lost
12535,25,6,77.14,12.856666666666667,118,2011-12-10 18:30:00,5,0.9785175351851357,Loyal Customers (less frequent)
12536,11,2,46.44,23.22,22,2011-12-10 18:30:00,2,0.7385923508888713,New / Promising
12537,101,10,535.77,53.577,367,2011-12-10 18:30:00,0,0.8666454247604075,Loyal Customers
12538,50,10,1060.69,106.069,239,2011-12-10 18:30:00,0,0.2925548565964346,Loyal Customers
12539,35,1,12.31,12.31,35,2011-12-10 18:30:00,2,0.6395962214463724,New / Promising
12540,20,13,1981.0,152.3846153846154,270,2011-12-10 18:30:00,0,0.5734955433083561,Loyal Customers
12541,3,11,1138.3700000000001,103.48818181818183,363,2011-12-10 18:30:00,5,1.2095424121958278,Loyal Customers (less frequent)
12542,229,2,87.44000000000001,43.720000000000006,259,2011-12-10 18:30:00,1,0.5639470895724907,Hibernating / Lost
12543,4,1,20.94,20.94,4,2011-12-10 18:30:00,2,1.0939421668137685,New / Promising
12544,25,15,1187.28,79.152,377,2011-12-10 18:30:00,0,0.4653448950102662,Loyal Customers
12545,86,9,304.22,33.80222222222223,306,2011-12-10 18:30:00,3,0.6962159791966908,At Risk - High Value
12546,458,2,2.8600000000000003,1.4300000000000002,458,2011-12-10 18:30:00,1,1.1508771841738301,Hibernating / Lost
12547,39,3,11.07,3.69,82,2011-12-10 18:30:00,2,0.8351947595573342,New / Promising
12548,68,7,190.92000000000002,27.274285714285718,239,2011-12-10 18:30:00,3,0.4831858100793824,At Risk - High Value
12549,27,9,846.27,94.03,142,2011-12-10 18:30:00,0,0.3481252175653631,Loyal Customers
12550,17,26,8395.46,322.90230769230766,638,2011-12-10 18:30:00,4,0.6269558355630591,Champions
12551,79,6,310.82,51.803333333333335,168,2011-12-10 18:30:00,3,0.3698743899356601,At Risk - High Value
12552,47,17,1334.77,78.51588235294118,421,2011-12-10 18:30:00,0,0.5963594023293477,Loyal Customers
12553,240,1,25.06,25.06,240,2011-12-10 18:30:00,1,0.6214128688470825,Hibernating / Lost
12554,30,7,866.8199999999999,123.83142857142856,220,2011-12-10 18:30:00,0,0.5924946814150128,Loyal Customers
12555,127,7,128.48,18.354285714285712,256,2011-12-10 18:30:00,3,0.4029317308487854,At Risk - High Value
12556,44,3,84.39,28.13,69,2011-12-10 18:30:00,3,1.016641809345462,At Risk - High Value
12557,248,5,205.26,41.052,334,2011-12-10 18:30:00,3,0.6341917910558692,At Risk - High Value
12558,46,11,1436.86,130.62363636363636,298,2011-12-10 18:30:00,0,0.2608260245719514,Loyal Customers
12559,233,1,24.330000000000002,24.330000000000002,233,2011-12-10 18:30:00,1,0.6223005180080042,Hibernating / Lost
12560,272,2,35.91,17.955,314,2011-12-10 18:30:00,1,0.18193815014804787,Hibernating / Lost
12561,264,3,45.75,15.25,353,2011-12-10 18:30:00,1,0.42268229244943933,Hibernating / Lost
12562,25,19,2169.61,114.19000000000001,558,2011-12-10 18:30:00,0,0.8256729128311981,Loyal Customers
12563,49,9,717.78,79.75333333333333,353,2011-12-10 18:30:00,0,0.4029889698779064,Loyal Customers
12564,33,1,14.97,14.97,33,2011-12-10 18:30:00,2,0.6106640076859259,New / Promising
12565,2,5,166.16,33.232,67,2011-12-10 18:30:00,5,0.9975731388742121,Loyal Customers (less frequent)
12566,61,12,369.78,30.814999999999998,264,2011-12-10 18:30:00,0,0.6632303447210305,Loyal Customers
12567,190,8,245.44,30.68,431,2011-12-10 18:30:00,3,0.6589486719138534,At Risk - High Value
12568,313,2,4.82,2.41,313,2011-12-10 18:30:00,1,0.8500230613505274,Hibernating / Lost
12569,4,1,13.680000000000001,13.680000000000001,4,2011-12-10 18:30:00,2,1.0665379521717286,New / Promising
12570,99,7,308.84999999999997,44.12142857142857,231,2011-12-10 18:30:00,3,0.4092563816602628,At Risk - High Value
12571,9,3,6.18,2.06,19,2011-12-10 18:30:00,2,0.8075559984388262,New / Promising
12572,19,28,9198.28,328.51000000000005,610,2011-12-10 18:30:00,4,0.7555820720258202,Champions
12573,143,4,147.58,36.895,236,2011-12-10 18:30:00,3,0.40501081109045084,At Risk - High Value
12574,242,1,6.779999999999999,6.779999999999999,242,2011-12-10 18:30:00,1,0.9113946099459339,Hibernating / Lost
12575,32,13,1295.89,99.68384615384616,463,2011-12-10 18:30:00,0,0.24146689795828544,Loyal Customers
12576,61,14,1292.66,92.33285714285715,444,2011-12-10 18:30:00,0,0.5150562642924679,Loyal Customers
12577,91,6,228.63,38.105,222,2011-12-10 18:30:00,3,0.214316542856745,At Risk - High Value
12578,11,1,9.379999999999999,9.379999999999999,11,2011-12-10 18:30:00,2,0.5126384259544129,New / Promising
12579,5,2,32.11,16.055,37,2011-12-10 18:30:00,2,0.9883302017995302,New / Promising
12580,21,1,20.52,20.52,21,2011-12-10 18:30:00,2,0.46470098396823933,New / Promising
12581,101,2,27.02,13.51,121,2011-12-10 18:30:00,1,0.6359486340665014,Hibernating / Lost
12582,76,6,247.99,41.33166666666667,158,2011-12-10 18:30:00,3,0.33210267308320546,At Risk - High Value
12583,405,1,8.52,8.52,405,2011-12-10 18:30:00,1,0.941860260601057,Hibernating / Lost
12584,13,27,7167.79,265.4737037037037,676,2011-12-10 18:30:00,4,0.4867267522367951,Champions
12585,38,7,669.42,95.63142857142857,214,2011-12-10 18:30:00,0,0.6142855951693137,Loyal Customers
12586,16,2,8.82,4.41,16,2011-12-10 18:30:00,2,0.24955799399807868,New / Promising
12587,285,4,21.82,5.455,342,2011-12-10 18:30:00,1,0.6721331484338977,Hibernating / Lost
12588,82,8,548.91,68.61375,339,2011-12-10 18:30:00,3,0.7494548161819135,At Risk - High Value
12589,69,6,448.5,74.75,225,2011-12-10 18:30:00,3,0.5657512261084744,At Risk - High Value
12590,186,11,194.58,17.68909090909091,385,2011-12-10 18:30:00,3,0.973742597709763,At Risk - High Value
12591,34,2,11.75,5.875,41,2011-12-10 18:30:00,2,0.5306409291136824,New / Promising
12592,11,7,138.41,19.77285714285714,159,2011-12-10 18:30:00,5,0.39650835004770923,Loyal Customers (less frequent)
12593,199,4,121.24,30.31,287,2011-12-10 18:30:00,3,0.6079533827031689,At Risk - High Value
12594,105,8,270.53,33.81625,301,2011-12-10 18:30:00,3,0.517457333818412,At Risk - High Value
12595,24,2,25.130000000000003,12.565000000000001,31,2011-12-10 18:30:00,2,0.4508264750487379,New / Promising
12596,159,3,46.8,15.6,221,2011-12-10 18:30:00,1,0.5061528219112247,Hibernating / Lost
12597,14,2,11.52,5.76,31,2011-12-10 18:30:00,2,0.2419739853352101,New / Promising
12598,16,3,169.67000000000002,56.55666666666667,102,2011-12-10 18:30:00,5,0.9582907476586252,Loyal Customers (less frequent)
12599,77,4,250.34,62.585,188,2011-12-10 18:30:00,3,0.43356324764071236,At Risk - High Value
12600,22,9,412.15999999999997,45.79555555555555,238,2011-12-10 18:30:00,0,0.6378035622604056,Loyal Customers
12601,405,3,74.63,24.876666666666665,445,2011-12-10 18:30:00,1,0.7261814670582027,Hibernating / Lost
12602,24,1,30.72,30.72,24,2011-12-10 18:30:00,2,0.6204104661156427,New / Promising
12603,32,11,1638.6799999999998,148.9709090909091,333,2011-12-10 18:30:00,0,0.25035349774793175,Loyal Customers
12604,1,16,2261.91,141.369375,397,2011-12-10 18:30:00,4,1.3178979185205193,Champions
12605,218,2,14.14,7.07,241,2011-12-10 18:30:00,1,0.34074110485967246,Hibernating / Lost
12606,17,10,1777.03,177.703,255,2011-12-10 18:30:00,0,0.6242132354678483,Loyal Customers
12607,34,2,15.17,7.585,34,2011-12-10 18:30:00,2,0.5380272600358436,New / Promising
12608,37,7,355.95,50.85,145,2011-12-10 18:30:00,0,0.783552569832165,Loyal Customers
12609,35,17,1520.3,89.42941176470588,695,2011-12-10 18:30:00,0,0.576889184914307,Loyal Customers
12610,35,2,31.42,15.71,55,2011-12-10 18:30:00,2,0.7075668063942244,New / Promising
12611,42,13,2143.18,164.85999999999999,366,2011-12-10 18:30:00,0,0.44065129458615193,Loyal Customers
12612,80,3,129.7,43.23333333333333,142,2011-12-10 18:30:00,3,0.6974984594919175,At Risk - High Value
